22,-1,584.81,445.42,102.71,265.67,0.8184,0,1
22,-1,461.42,448.13,109.44,280.01,0.7593,0,1
22,-1,1634.94,426.84,125.11,374.61,0.7252,0,1
22,-1,1462.31,411.52,191.44,396.83,0.6610,0,1
22,-1,1251.45,434.10,35.83,112.04,0.5190,0,1
22,-1,1416.32,429.02,42.69,131.58,0.4451,0,1
22,-1,723.78,462.61,43.49,113.73,0.4387,0,1
22,-1,1875.66,394.96,43.67,248.62,0.2676,0,1
22,-1,663.50,453.17,64.93,170.61,0.2632,0,1
22,-1,1084.98,447.03,47.21,143.62,0.2623,0,1
22,-1,679.39,456.61,49.74,149.87,0.2621,0,1
22,-1,1859.95,389.74,59.63,262.09,0.2575,0,1
