516,-1,1322.31,417.04,246.70,647.80,0.8406,0,1
516,-1,1826.31,391.52,92.80,507.25,0.7926,0,1
516,-1,1566.82,379.63,285.06,695.40,0.7835,0,1
516,-1,729.13,436.82,106.59,256.80,0.7687,0,1
516,-1,907.92,444.44,151.15,280.76,0.7438,0,1
516,-1,23.39,482.68,139.58,258.57,0.7337,0,1
516,-1,877.32,412.08,88.99,292.48,0.6703,0,1
516,-1,1493.09,432.56,124.32,515.17,0.5664,0,1
516,-1,1046.92,449.27,81.14,231.04,0.5205,0,1
516,-1,569.75,450.25,29.01,83.54,0.4531,0,1
516,-1,692.64,452.34,39.60,124.29,0.4331,0,1
516,-1,542.95,449.86,26.42,84.45,0.2613,0,1
516,-1,1105.87,469.28,49.32,121.10,0.2605,0,1
516,-1,639.89,455.74,30.25,89.37,0.2561,0,1
