478,-1,1524.23,414.80,184.90,397.74,0.8746,0,1
478,-1,1161.36,417.99,165.70,591.75,0.8035,0,1
478,-1,1340.62,395.65,217.78,677.26,0.7824,0,1
478,-1,743.19,438.46,112.30,295.09,0.7772,0,1
478,-1,0.00,381.24,278.36,686.40,0.7538,0,1
478,-1,616.90,442.61,89.08,246.43,0.6976,0,1
478,-1,836.99,408.76,83.37,292.95,0.6243,0,1
478,-1,426.33,474.69,85.20,179.56,0.5372,0,1
478,-1,1091.99,426.56,58.51,167.74,0.4813,0,1
478,-1,898.64,428.98,96.46,253.32,0.4722,0,1
478,-1,363.76,477.03,93.53,176.37,0.3683,0,1
478,-1,1316.78,431.92,81.00,286.79,0.3423,0,1
478,-1,1875.88,386.54,43.39,258.74,0.3269,0,1
478,-1,1309.41,409.47,93.68,523.46,0.3175,0,1
