360,-1,0.00,447.75,205.24,409.09,0.8753,0,1
360,-1,1066.14,402.37,208.57,617.73,0.8448,0,1
360,-1,904.60,421.68,159.29,520.37,0.8309,0,1
360,-1,390.08,402.49,193.26,396.94,0.8273,0,1
360,-1,145.70,439.36,149.63,326.00,0.7843,0,1
360,-1,736.16,491.37,43.39,110.38,0.4978,0,1
360,-1,669.86,489.59,52.37,116.45,0.4020,0,1
360,-1,1865.99,385.36,53.55,261.17,0.3014,0,1
360,-1,1832.00,472.03,72.34,170.27,0.2773,0,1
360,-1,1535.68,427.85,41.62,114.19,0.2765,0,1
360,-1,1664.02,435.23,49.17,150.45,0.2529,0,1
