592,-1,1236.35,436.49,103.50,276.55,0.7098,0,1
592,-1,1013.38,440.81,80.63,224.21,0.7037,0,1
592,-1,1095.18,413.27,98.60,285.76,0.6776,0,1
592,-1,624.81,454.82,36.18,105.15,0.5767,0,1
592,-1,1756.38,425.43,163.05,648.93,0.5501,0,1
592,-1,1186.98,437.07,69.01,240.66,0.5435,0,1
592,-1,728.04,450.74,33.75,102.29,0.5063,0,1
592,-1,548.86,459.29,30.13,80.12,0.4743,0,1
592,-1,585.52,454.90,32.86,84.66,0.4688,0,1
592,-1,663.28,460.73,37.12,101.20,0.4430,0,1
592,-1,1852.50,406.96,66.98,578.39,0.4206,0,1
