372,-1,445.10,406.05,151.23,372.11,0.8666,0,1
372,-1,937.20,420.25,153.19,515.57,0.8621,0,1
372,-1,143.02,438.52,124.28,382.85,0.8192,0,1
372,-1,1069.78,398.27,233.12,616.68,0.8136,0,1
372,-1,235.87,442.10,176.03,321.45,0.8110,0,1
372,-1,732.03,479.50,45.62,118.42,0.4528,0,1
372,-1,1830.43,472.33,74.73,170.35,0.4295,0,1
372,-1,1254.13,433.28,46.41,114.92,0.3745,0,1
372,-1,1872.73,388.47,46.80,255.14,0.3019,0,1
372,-1,691.45,480.56,42.49,96.85,0.2854,0,1
372,-1,1848.21,476.33,54.99,173.99,0.2540,0,1
372,-1,0.06,489.71,32.35,320.12,0.2535,0,1
