398,-1,1065.88,395.95,238.93,621.86,0.8614,0,1
398,-1,309.28,446.93,178.54,351.83,0.8295,0,1
398,-1,595.84,437.03,121.17,312.90,0.8234,0,1
398,-1,975.24,420.67,127.72,514.30,0.7888,0,1
398,-1,110.88,437.69,173.03,359.03,0.7739,0,1
398,-1,453.79,459.80,93.63,278.85,0.7547,0,1
398,-1,915.31,449.53,48.68,161.26,0.4755,0,1
398,-1,720.55,464.83,54.71,140.61,0.4461,0,1
398,-1,1667.46,406.99,117.43,228.58,0.3795,0,1
398,-1,1862.74,384.04,56.81,262.19,0.3113,0,1
398,-1,1088.65,433.09,63.45,103.90,0.2526,0,1
