302,-1,1007.20,402.79,170.01,603.63,0.8233,0,1
302,-1,1636.11,413.07,165.53,464.95,0.8197,0,1
302,-1,1371.65,425.83,81.16,279.30,0.7808,0,1
302,-1,888.58,419.64,127.60,522.99,0.7655,0,1
302,-1,766.53,455.78,77.52,196.23,0.7492,0,1
302,-1,1163.69,442.77,55.67,107.21,0.4849,0,1
302,-1,505.99,450.66,39.16,108.36,0.3858,0,1
302,-1,1837.28,465.52,71.05,185.41,0.3198,0,1
302,-1,683.40,487.79,45.79,116.96,0.3149,0,1
302,-1,0.00,629.58,116.42,229.69,0.3101,0,1
302,-1,378.95,467.49,43.57,105.40,0.2994,0,1
302,-1,1877.59,389.18,41.68,255.02,0.2830,0,1
302,-1,1582.81,420.13,102.19,379.49,0.2645,0,1
