196,-1,807.68,432.32,133.75,372.70,0.8377,0,1
196,-1,946.69,447.71,119.77,312.07,0.8101,0,1
196,-1,637.80,421.46,168.54,548.45,0.7808,0,1
196,-1,566.52,439.03,68.50,176.40,0.6954,0,1
196,-1,1026.33,437.01,86.81,270.04,0.5589,0,1
196,-1,1671.13,425.23,111.62,211.23,0.4771,0,1
196,-1,1146.61,452.10,32.90,96.02,0.4432,0,1
196,-1,1151.31,443.72,39.88,105.60,0.3264,0,1
196,-1,1028.33,435.91,91.48,175.26,0.2903,0,1
196,-1,1875.40,392.87,43.86,256.79,0.2815,0,1
196,-1,510.14,444.88,39.64,119.58,0.2814,0,1
196,-1,1172.08,442.54,35.03,104.90,0.2654,0,1
196,-1,1855.55,385.77,64.02,266.78,0.2616,0,1
