303,44,1011.62,402.95,165.29,619.90,1.0,0,1
303,94,1649.75,407.68,165.91,487.93,1.0,0,1
303,169,770.46,451.40,76.56,200.00,1.0,0,1
303,193,503.34,449.00,41.50,111.17,1.0,0,1
303,207,889.79,419.46,129.37,523.33,1.0,0,1
303,245,1832.54,473.42,69.27,168.96,1.0,0,1
303,276,736.66,480.97,42.49,118.18,1.0,0,1
303,279,1357.89,424.37,90.00,280.81,1.0,0,1
303,287,1174.08,442.10,47.18,108.47,1.0,0,1
303,295,1874.41,386.20,44.21,261.24,1.0,0,1
303,298,679.79,485.78,45.58,122.06,1.0,0,1
303,302,1585.53,411.62,106.22,392.78,1.0,0,1
303,304,-2.55,598.81,125.38,260.02,1.0,0,1
303,305,378.47,466.40,43.33,105.47,1.0,0,1
