534,387,1012.50,444.63,116.56,278.07,1.0,0,1
534,473,1455.56,414.43,204.81,655.68,1.0,0,1
534,492,796.04,439.07,120.59,245.63,1.0,0,1
534,517,1098.55,441.13,77.03,239.65,1.0,0,1
534,522,1601.25,421.77,158.58,603.29,1.0,0,1
534,524,574.67,452.77,33.29,85.38,1.0,0,1
534,549,921.76,412.87,81.19,290.48,1.0,0,1
534,559,660.71,453.98,41.20,117.92,1.0,0,1
534,567,716.50,458.74,24.73,84.20,1.0,0,1
534,572,1675.34,364.79,251.37,704.76,1.0,0,1
534,576,543.59,454.77,27.79,80.64,1.0,0,1
534,580,1728.33,366.44,191.29,628.43,1.0,0,1
