551,387,1082.31,434.52,105.08,288.61,1.0,0,1
551,473,1558.20,402.25,200.97,660.09,1.0,0,1
551,492,879.20,435.82,77.73,242.46,1.0,0,1
551,517,1106.16,434.71,89.84,277.35,1.0,0,1
551,522,1696.03,402.20,191.57,630.03,1.0,0,1
551,524,579.52,453.77,34.14,85.19,1.0,0,1
551,549,961.03,410.79,103.51,292.10,1.0,0,1
551,559,650.53,455.33,38.63,109.96,1.0,0,1
551,567,713.72,450.44,33.41,94.94,1.0,0,1
551,572,1833.10,389.64,94.98,700.76,1.0,0,1
551,576,544.58,440.08,34.27,97.06,1.0,0,1
551,586,1877.04,385.84,17.48,112.83,1.0,0,1
