31,2,590.90,443.17,101.97,269.12,1.0,0,1
31,4,471.14,443.85,116.51,287.02,1.0,0,1
31,5,718.68,457.59,46.87,118.17,1.0,0,1
31,12,1688.64,410.92,195.42,399.96,1.0,0,1
31,14,1250.83,442.03,34.12,105.39,1.0,0,1
31,22,1480.03,446.90,35.68,90.52,1.0,0,1
31,34,1599.78,396.07,154.65,426.30,1.0,0,1
31,39,1085.04,443.98,51.11,147.40,1.0,0,1
31,41,1851.07,385.02,75.31,270.02,1.0,0,1
31,44,500.30,454.13,89.61,267.38,1.0,0,1
31,46,1440.47,433.47,42.38,126.30,1.0,0,1
31,47,1412.87,416.95,51.15,143.36,1.0,0,1
