434,44,1083.59,392.99,156.30,517.49,1.0,0,1
434,207,989.68,419.17,126.69,502.27,1.0,0,1
434,308,738.28,415.25,122.32,312.72,1.0,0,1
434,335,651.08,448.66,83.56,240.94,1.0,0,1
434,353,545.31,437.88,138.67,316.52,1.0,0,1
434,387,399.96,461.79,107.86,288.84,1.0,0,1
434,402,829.17,439.52,51.13,156.03,1.0,0,1
434,441,1380.59,302.92,504.39,767.51,1.0,0,1
434,442,1191.93,407.42,126.22,335.22,1.0,0,1
434,445,1275.41,424.46,85.19,173.65,1.0,0,1
434,446,1270.94,423.64,93.82,297.91,1.0,0,1
434,449,648.07,449.91,71.98,193.94,1.0,0,1
434,451,1879.69,397.46,39.56,245.63,1.0,0,1
