338,44,1057.86,399.22,196.82,619.94,1.0,0,1
338,94,1808.82,389.25,121.16,469.03,1.0,0,1
338,193,484.76,445.50,41.33,118.75,1.0,0,1
338,207,876.10,421.40,169.82,522.52,1.0,0,1
338,276,734.98,486.90,43.22,114.26,1.0,0,1
338,308,237.60,420.44,193.84,402.53,1.0,0,1
338,321,1481.14,432.36,45.19,113.69,1.0,0,1
338,335,0.45,445.71,148.93,339.84,1.0,0,1
338,338,1864.61,447.62,57.44,264.79,1.0,0,1
338,339,374.30,461.04,49.99,111.58,1.0,0,1
338,340,676.42,487.37,48.81,117.82,1.0,0,1
338,343,1207.90,462.82,71.13,155.86,1.0,0,1
338,345,1828.18,473.96,70.14,167.00,1.0,0,1
